SURFACEFORM,TOKENURN,CTSURN,SENTENCEURN,SEQ,POS,HEAD,LEMMA
παγκρατεῖς,urn:cite:fuSyntax:0085003tokens.2897094_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:391.5,urn:cite:fuSyntax:0085003sentences.2897094,2511,a-p---fa-,urn:cite:fuSyntax:0085003tokens.2897094_6,παγκρατής
τούτου,urn:cite:fuSyntax:0085003tokens.2897095_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:392.1,urn:cite:fuSyntax:0085003sentences.2897095,2514,a-s---mg-,urn:cite:fuSyntax:0085003tokens.2897095_6,οὗτοσ
σή,urn:cite:fuSyntax:0085003tokens.2897096_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:393.2,urn:cite:fuSyntax:0085003sentences.2897096,2522,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2897096_6,σόσ
λευρὸν,urn:cite:fuSyntax:0085003tokens.2897099_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:396.1,urn:cite:fuSyntax:0085003sentences.2897099,2544,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897099_3,λευρόσ
τετρασκελὴς,urn:cite:fuSyntax:0085003tokens.2897099_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:397.1,urn:cite:fuSyntax:0085003sentences.2897099,2550,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897099_8,τετρασκελήσ
ἄσμενος,urn:cite:fuSyntax:0085003tokens.2897100_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:397.4,urn:cite:fuSyntax:0085003sentences.2897100,2553,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897100_7,ἄσμενοσ
οἰκείοισι,urn:cite:fuSyntax:0085003tokens.2897100_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:398.3,urn:cite:fuSyntax:0085003sentences.2897100,2558,a-p---md-,urn:cite:fuSyntax:0085003tokens.2897100_4,οἰκεῖοσ
οὐλομένας,urn:cite:fuSyntax:0085003tokens.2897101_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:399.4,urn:cite:fuSyntax:0085003sentences.2897101,2565,a-s---fg-,urn:cite:fuSyntax:0085003tokens.2897101_5,οὐλόμενοσ
δακρυσίστακτα,urn:cite:fuSyntax:0085003tokens.2897102_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:400.1,urn:cite:fuSyntax:0085003sentences.2897102,2570,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897102_6,δακρυσίστακτοσ
ῥαδινὰν,urn:cite:fuSyntax:0085003tokens.2897102_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:401.1,urn:cite:fuSyntax:0085003sentences.2897102,2574,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2897102_8,ῥαδινόσ
νοτίοις,urn:cite:fuSyntax:0085003tokens.2897102_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:402.1,urn:cite:fuSyntax:0085003sentences.2897102,2578,a-p---fd-,urn:cite:fuSyntax:0085003tokens.2897102_11,νότιοσ
ἀμέγαρτα,urn:cite:fuSyntax:0085003tokens.2897103_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:403.1,urn:cite:fuSyntax:0085003sentences.2897103,2582,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897103_3,ἀμέγαρτοσ
ἰδίοις,urn:cite:fuSyntax:0085003tokens.2897103_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:404.1,urn:cite:fuSyntax:0085003sentences.2897103,2586,a-p---md-,urn:cite:fuSyntax:0085003tokens.2897103_6,ἴδιοσ
ὑπερήφανον,urn:cite:fuSyntax:0085003tokens.2897103_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:405.1,urn:cite:fuSyntax:0085003sentences.2897103,2589,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2897103_13,ὑπερήφανοσ
πρόπασα,urn:cite:fuSyntax:0085003tokens.2897104_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:407.1,urn:cite:fuSyntax:0085003sentences.2897104,2596,a-s---fn-,urn:cite:fuSyntax:0085003tokens.2897104_6,πρόπασ
στονόεν,urn:cite:fuSyntax:0085003tokens.2897104_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:407.4,urn:cite:fuSyntax:0085003sentences.2897104,2599,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897104_5,στονόεις
μεγαλοσχήμονά,urn:cite:fuSyntax:0085003tokens.2897104_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:408.1,urn:cite:fuSyntax:0085003sentences.2897104,2603,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2897104_17,μεγαλοσχήμων1
οπρεπῆ,urn:cite:fuSyntax:0085003tokens.2897104_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:408.4,urn:cite:fuSyntax:0085003sentences.2897104,2606,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2897104_17,ἀρχαιοπρεπής
ὁπόσοι,urn:cite:fuSyntax:0085003tokens.2897104_19,urn:cts:greekLit:tlg0085.tlg003.fuSyn:411.1,urn:cite:fuSyntax:0085003sentences.2897104,2614,a-p---mn-,urn:cite:fuSyntax:0085003tokens.2897104_25,ὁπόσοσ
ἔποικον,urn:cite:fuSyntax:0085003tokens.2897104_21,urn:cts:greekLit:tlg0085.tlg003.fuSyn:411.3,urn:cite:fuSyntax:0085003sentences.2897104,2616,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897104_24,ἔποικοσ
ἁγνᾶς,urn:cite:fuSyntax:0085003tokens.2897104_22,urn:cts:greekLit:tlg0085.tlg003.fuSyn:411.4,urn:cite:fuSyntax:0085003sentences.2897104,2617,a-s---fg-,urn:cite:fuSyntax:0085003tokens.2897104_23,ἁγνόσ
μεγαλοστόνοισι,urn:cite:fuSyntax:0085003tokens.2897104_27,urn:cts:greekLit:tlg0085.tlg003.fuSyn:413.1,urn:cite:fuSyntax:0085003sentences.2897104,2622,a-p---nd-,urn:cite:fuSyntax:0085003tokens.2897104_31,μεγαλόστονοσ
σοῖς,urn:cite:fuSyntax:0085003tokens.2897104_28,urn:cts:greekLit:tlg0085.tlg003.fuSyn:413.2,urn:cite:fuSyntax:0085003sentences.2897104,2623,a-p---nd-,urn:cite:fuSyntax:0085003tokens.2897104_31,σόσ
θνατοί,urn:cite:fuSyntax:0085003tokens.2897104_33,urn:cts:greekLit:tlg0085.tlg003.fuSyn:414.2,urn:cite:fuSyntax:0085003sentences.2897104,2628,a-p---mn-,urn:cite:fuSyntax:0085003tokens.2897104_32,θνητόσ
Κολχίδος,urn:cite:fuSyntax:0085003tokens.2897105_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:415.1,urn:cite:fuSyntax:0085003sentences.2897105,2630,a-s---fg-,urn:cite:fuSyntax:0085003tokens.2897105_3,Κολχίς
ἔνοικοι,urn:cite:fuSyntax:0085003tokens.2897105_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:415.4,urn:cite:fuSyntax:0085003sentences.2897105,2633,a-p---fn-,urn:cite:fuSyntax:0085003tokens.2897105_5,ἔνοικοσ
ἄτρεστοι,urn:cite:fuSyntax:0085003tokens.2897105_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:416.4,urn:cite:fuSyntax:0085003sentences.2897105,2637,a-p---fn-,urn:cite:fuSyntax:0085003tokens.2897105_5,ἄτρεστοσ
ἔσχατον,urn:cite:fuSyntax:0085003tokens.2897105_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:418.1,urn:cite:fuSyntax:0085003sentences.2897105,2645,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897105_17,ἔσχατοσ
ἄρειον,urn:cite:fuSyntax:0085003tokens.2897106_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:420.4,urn:cite:fuSyntax:0085003sentences.2897106,2657,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2897106_5,ἄρειοσ
ὑψίκρημνον,urn:cite:fuSyntax:0085003tokens.2897106_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:421.1,urn:cite:fuSyntax:0085003sentences.2897106,2660,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897106_9,ὑψίκρημνοσ
δάιος,urn:cite:fuSyntax:0085003tokens.2897106_14,urn:cts:greekLit:tlg0085.tlg003.fuSyn:423.1,urn:cite:fuSyntax:0085003sentences.2897106,2667,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897106_15,δάιοσ
ροισι,urn:cite:fuSyntax:0085003tokens.2897106_19,urn:cts:greekLit:tlg0085.tlg003.fuSyn:423.6,urn:cite:fuSyntax:0085003sentences.2897106,2672,a-p---fd-,urn:cite:fuSyntax:0085003tokens.2897106_22,ὀξύπρωρος
μόνον,urn:cite:fuSyntax:0085003tokens.2897107_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:425.2,urn:cite:fuSyntax:0085003sentences.2897107,2678,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897107_12,μόνοσ
ἄλλον,urn:cite:fuSyntax:0085003tokens.2897107_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:425.5,urn:cite:fuSyntax:0085003sentences.2897107,2681,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897107_12,ἄλλοσ
ἀδαμαντοδέτοις,urn:cite:fuSyntax:0085003tokens.2897107_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:426.2,urn:cite:fuSyntax:0085003sentences.2897107,2685,a-p---md-,urn:cite:fuSyntax:0085003tokens.2897107_9,ἀδαμαντόδετοσ
ὑπέροχον,urn:cite:fuSyntax:0085003tokens.2897107_18,urn:cts:greekLit:tlg0085.tlg003.fuSyn:428.2,urn:cite:fuSyntax:0085003sentences.2897107,2693,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897107_20,ὑπέροχοσ
κραταιόν,urn:cite:fuSyntax:0085003tokens.2897107_20,urn:cts:greekLit:tlg0085.tlg003.fuSyn:428.4,urn:cite:fuSyntax:0085003sentences.2897107,2695,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897107_20,κραταιόσ
οὐράνιόν,urn:cite:fuSyntax:0085003tokens.2897107_23,urn:cts:greekLit:tlg0085.tlg003.fuSyn:429.2,urn:cite:fuSyntax:0085003sentences.2897107,2698,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897107_26,οὐράνιοσ
πόντιος,urn:cite:fuSyntax:0085003tokens.2897108_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:431.4,urn:cite:fuSyntax:0085003sentences.2897108,2709,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897108_6,πόντιοσ
κελαινὸς,urn:cite:fuSyntax:0085003tokens.2897108_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:433.1,urn:cite:fuSyntax:0085003sentences.2897108,2716,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897108_16,κελαινόσ
ἁγνορύτων,urn:cite:fuSyntax:0085003tokens.2897108_21,urn:cts:greekLit:tlg0085.tlg003.fuSyn:434.3,urn:cite:fuSyntax:0085003sentences.2897108,2725,a-p---mg-,urn:cite:fuSyntax:0085003tokens.2897108_22,ἁγνόρυτοσ
οἰκτρόν,urn:cite:fuSyntax:0085003tokens.2897108_25,urn:cts:greekLit:tlg0085.tlg003.fuSyn:435.3,urn:cite:fuSyntax:0085003sentences.2897108,2729,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897108_24,οἰκτρόσ
νέοις,urn:cite:fuSyntax:0085003tokens.2897111_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:439.4,urn:cite:fuSyntax:0085003sentences.2897111,2754,a-p---md-,urn:cite:fuSyntax:0085003tokens.2897111_2,νέοσ
τούτοις,urn:cite:fuSyntax:0085003tokens.2897111_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:439.5,urn:cite:fuSyntax:0085003sentences.2897111,2755,a-p---md-,urn:cite:fuSyntax:0085003tokens.2897111_2,οὗτοσ
ἄλλος,urn:cite:fuSyntax:0085003tokens.2897111_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:440.2,urn:cite:fuSyntax:0085003sentences.2897111,2758,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897111_13,ἄλλοσ
αὐτὰ,urn:cite:fuSyntax:0085003tokens.2897112_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:441.2,urn:cite:fuSyntax:0085003sentences.2897112,2766,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897112_3,αὐτόσ
νηπίους,urn:cite:fuSyntax:0085003tokens.2897114_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:443.5,urn:cite:fuSyntax:0085003sentences.2897114,2784,a-p---ma-,urn:cite:fuSyntax:0085003tokens.2897114_10,νήπιοσ
ἔννους,urn:cite:fuSyntax:0085003tokens.2897114_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:444.1,urn:cite:fuSyntax:0085003sentences.2897114,2788,a-p---fn-,urn:cite:fuSyntax:0085003tokens.2897114_15,ἔννουσ
ἐπηβόλους,urn:cite:fuSyntax:0085003tokens.2897114_17,urn:cts:greekLit:tlg0085.tlg003.fuSyn:444.5,urn:cite:fuSyntax:0085003sentences.2897114,2792,a-p---fa-,urn:cite:fuSyntax:0085003tokens.2897114_15,ἐπήβολοσ
οὔτιν᾽,urn:cite:fuSyntax:0085003tokens.2897115_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:445.5,urn:cite:fuSyntax:0085003sentences.2897115,2798,a-s---fa-,urn:cite:fuSyntax:0085003tokens.2897115_4,οὔτισ
πρῶτα,urn:cite:fuSyntax:0085003tokens.2897116_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:447.2,urn:cite:fuSyntax:0085003sentences.2897116,2809,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897116_23,πρῶτοσ
ἀλίγκιοι,urn:cite:fuSyntax:0085003tokens.2897116_14,urn:cts:greekLit:tlg0085.tlg003.fuSyn:449.1,urn:cite:fuSyntax:0085003sentences.2897116,2821,a-p---fn-,urn:cite:fuSyntax:0085003tokens.2897116_19,ἀλίγκιοσ
μακρὸν,urn:cite:fuSyntax:0085003tokens.2897116_17,urn:cts:greekLit:tlg0085.tlg003.fuSyn:449.4,urn:cite:fuSyntax:0085003sentences.2897116,2824,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897116_18,μακρόσ
πάντα,urn:cite:fuSyntax:0085003tokens.2897116_21,urn:cts:greekLit:tlg0085.tlg003.fuSyn:450.3,urn:cite:fuSyntax:0085003sentences.2897116,2828,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897116_19,πᾶσ
πλινθυφεῖς,urn:cite:fuSyntax:0085003tokens.2897116_24,urn:cts:greekLit:tlg0085.tlg003.fuSyn:450.6,urn:cite:fuSyntax:0085003sentences.2897116,2831,a-p---ma-,urn:cite:fuSyntax:0085003tokens.2897116_25,πλινθυφής
προσείλους,urn:cite:fuSyntax:0085003tokens.2897116_26,urn:cts:greekLit:tlg0085.tlg003.fuSyn:451.2,urn:cite:fuSyntax:0085003sentences.2897116,2833,a-p---ma-,urn:cite:fuSyntax:0085003tokens.2897116_25,πρόσειλοσ
ἀήσυροι,urn:cite:fuSyntax:0085003tokens.2897117_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:452.5,urn:cite:fuSyntax:0085003sentences.2897117,2844,a-p---mn-,urn:cite:fuSyntax:0085003tokens.2897117_6,ἀήσυροσ
ἀνηλίοις,urn:cite:fuSyntax:0085003tokens.2897117_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:453.5,urn:cite:fuSyntax:0085003sentences.2897117,2849,a-p---md-,urn:cite:fuSyntax:0085003tokens.2897117_9,ἀνήλιοσ
οὐδὲν,urn:cite:fuSyntax:0085003tokens.2897118_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:454.3,urn:cite:fuSyntax:0085003sentences.2897118,2853,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2897118_8,οὐδείσ
αὐτοῖς,urn:cite:fuSyntax:0085003tokens.2897118_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:454.4,urn:cite:fuSyntax:0085003sentences.2897118,2854,a-p---md-,urn:cite:fuSyntax:0085003tokens.2897118_1,αὐτόσ
ἀνθεμώδους,urn:cite:fuSyntax:0085003tokens.2897118_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:455.3,urn:cite:fuSyntax:0085003sentences.2897118,2861,a-s---ng-,urn:cite:fuSyntax:0085003tokens.2897118_12,ἀνθεμώδησ
καρπίμου,urn:cite:fuSyntax:0085003tokens.2897118_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:455.7,urn:cite:fuSyntax:0085003sentences.2897118,2865,a-s---ng-,urn:cite:fuSyntax:0085003tokens.2897118_16,κάρπιμοσ
βέβαιον,urn:cite:fuSyntax:0085003tokens.2897118_17,urn:cts:greekLit:tlg0085.tlg003.fuSyn:456.2,urn:cite:fuSyntax:0085003sentences.2897118,2867,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2897118_8,βέβαιοσ
πᾶν,urn:cite:fuSyntax:0085003tokens.2897118_23,urn:cts:greekLit:tlg0085.tlg003.fuSyn:456.8,urn:cite:fuSyntax:0085003sentences.2897118,2873,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897118_24,πᾶσ
δυσκρίτους,urn:cite:fuSyntax:0085003tokens.2897118_35,urn:cts:greekLit:tlg0085.tlg003.fuSyn:458.5,urn:cite:fuSyntax:0085003sentences.2897118,2885,a-p---fa-,urn:cite:fuSyntax:0085003tokens.2897118_36,δύσκριτοσ
ἔξοχον,urn:cite:fuSyntax:0085003tokens.2897119_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:459.5,urn:cite:fuSyntax:0085003sentences.2897119,2892,a-s---ma-,urn:cite:fuSyntax:0085003tokens.2897119_3,ἔξοχοσ
αὐτοῖς,urn:cite:fuSyntax:0085003tokens.2897119_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:460.2,urn:cite:fuSyntax:0085003sentences.2897119,2896,a-p---md-,urn:cite:fuSyntax:0085003tokens.2897119_8,αὐτόσ
ἁπάντων,urn:cite:fuSyntax:0085003tokens.2897119_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:461.2,urn:cite:fuSyntax:0085003sentences.2897119,2903,a-p---ng-,urn:cite:fuSyntax:0085003tokens.2897119_15,ἅπασ
πρῶτος,urn:cite:fuSyntax:0085003tokens.2897120_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:462.2,urn:cite:fuSyntax:0085003sentences.2897120,2909,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897120_1,πρῶτοσ
θνητοῖς,urn:cite:fuSyntax:0085003tokens.2897120_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:464.1,urn:cite:fuSyntax:0085003sentences.2897120,2919,a-p---md-,urn:cite:fuSyntax:0085003tokens.2897120_16,θνητόσ
μεγίστων,urn:cite:fuSyntax:0085003tokens.2897120_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:464.2,urn:cite:fuSyntax:0085003sentences.2897120,2920,a-p---ng-,urn:cite:fuSyntax:0085003tokens.2897120_15,μέγασ
φιληνίους,urn:cite:fuSyntax:0085003tokens.2897120_22,urn:cts:greekLit:tlg0085.tlg003.fuSyn:465.7,urn:cite:fuSyntax:0085003sentences.2897120,2929,a-p---ma-,urn:cite:fuSyntax:0085003tokens.2897120_23,φιλήνιοσ
ὑπερπλούτου,urn:cite:fuSyntax:0085003tokens.2897120_27,urn:cts:greekLit:tlg0085.tlg003.fuSyn:466.5,urn:cite:fuSyntax:0085003sentences.2897120,2934,a-s---fg-,urn:cite:fuSyntax:0085003tokens.2897120_28,ὑπέρπλουτοσ
θαλασσόπλαγκτα,urn:cite:fuSyntax:0085003tokens.2897121_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:467.1,urn:cite:fuSyntax:0085003sentences.2897121,2937,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897121_10,θαλασσόπλαγκτοσ
οὔτις,urn:cite:fuSyntax:0085003tokens.2897121_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:467.3,urn:cite:fuSyntax:0085003sentences.2897121,2939,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897121_4,οὔτισ
ἄλλος,urn:cite:fuSyntax:0085003tokens.2897121_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:467.4,urn:cite:fuSyntax:0085003sentences.2897121,2940,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897121_8,ἄλλοσ
ἐμοῦ,urn:cite:fuSyntax:0085003tokens.2897121_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:467.6,urn:cite:fuSyntax:0085003sentences.2897121,2942,a-s---mg-,urn:cite:fuSyntax:0085003tokens.2897121_5,ἐμόσ
λινόπτερ᾽,urn:cite:fuSyntax:0085003tokens.2897121_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:468.1,urn:cite:fuSyntax:0085003sentences.2897121,2943,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897121_10,λινόπτεροσ
τοιαῦτα,urn:cite:fuSyntax:0085003tokens.2897122_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:469.1,urn:cite:fuSyntax:0085003sentences.2897122,2948,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897122_2,τοιοῦτοσ
τάλας,urn:cite:fuSyntax:0085003tokens.2897122_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:469.4,urn:cite:fuSyntax:0085003sentences.2897122,2951,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897122_3,τάλασ
αὐτὸς,urn:cite:fuSyntax:0085003tokens.2897122_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:470.3,urn:cite:fuSyntax:0085003sentences.2897122,2954,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897122_9,αὐτόσ
αἰκὲς,urn:cite:fuSyntax:0085003tokens.2897123_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:472.2,urn:cite:fuSyntax:0085003sentences.2897123,2966,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897123_3,ἀικήσ
κακὸς,urn:cite:fuSyntax:0085003tokens.2897124_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:473.3,urn:cite:fuSyntax:0085003sentences.2897124,2973,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897124_7,κακόσ
ὁποίοις,urn:cite:fuSyntax:0085003tokens.2897124_19,urn:cts:greekLit:tlg0085.tlg003.fuSyn:475.2,urn:cite:fuSyntax:0085003sentences.2897124,2987,a-p---md-,urn:cite:fuSyntax:0085003tokens.2897124_20,ὁποῖοσ
ἰάσιμος,urn:cite:fuSyntax:0085003tokens.2897124_21,urn:cts:greekLit:tlg0085.tlg003.fuSyn:475.4,urn:cite:fuSyntax:0085003sentences.2897124,2989,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897124_18,ἰάσιμοσ
λοιπά,urn:cite:fuSyntax:0085003tokens.2897125_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:476.2,urn:cite:fuSyntax:0085003sentences.2897125,2992,a-p---na-,urn:cite:fuSyntax:0085003tokens.2897125_4,λοιπόσ
πλέον,urn:cite:fuSyntax:0085003tokens.2897125_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:476.6,urn:cite:fuSyntax:0085003sentences.2897125,2996,a-s---nac,urn:cite:fuSyntax:0085003tokens.2897125_5,πλείων1
οἵας,urn:cite:fuSyntax:0085003tokens.2897125_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:477.1,urn:cite:fuSyntax:0085003sentences.2897125,2998,a-p---fa-,urn:cite:fuSyntax:0085003tokens.2897125_9,οἷοσ
μέγιστον,urn:cite:fuSyntax:0085003tokens.2897126_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:478.3,urn:cite:fuSyntax:0085003sentences.2897126,3007,a-s---na-,urn:cite:fuSyntax:0085003tokens.2897126_27,μέγασ
οὐδέν,urn:cite:fuSyntax:0085003tokens.2897126_14,urn:cts:greekLit:tlg0085.tlg003.fuSyn:479.4,urn:cite:fuSyntax:0085003sentences.2897126,3018,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2897126_13,οὐδείσ
βρώσιμον,urn:cite:fuSyntax:0085003tokens.2897126_18,urn:cts:greekLit:tlg0085.tlg003.fuSyn:479.8,urn:cite:fuSyntax:0085003sentences.2897126,3022,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2897126_24,βρώσιμοσ
χριστόν,urn:cite:fuSyntax:0085003tokens.2897126_21,urn:cts:greekLit:tlg0085.tlg003.fuSyn:480.2,urn:cite:fuSyntax:0085003sentences.2897126,3025,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2897126_24,χριστόσ
πιστόν,urn:cite:fuSyntax:0085003tokens.2897126_25,urn:cts:greekLit:tlg0085.tlg003.fuSyn:480.6,urn:cite:fuSyntax:0085003sentences.2897126,3029,a-s---nn-,urn:cite:fuSyntax:0085003tokens.2897126_24,πιστόσ
ἠπίων,urn:cite:fuSyntax:0085003tokens.2897126_38,urn:cts:greekLit:tlg0085.tlg003.fuSyn:482.3,urn:cite:fuSyntax:0085003sentences.2897126,3042,a-p---ng-,urn:cite:fuSyntax:0085003tokens.2897126_39,ἤπιοσ
ἁπάσας,urn:cite:fuSyntax:0085003tokens.2897126_43,urn:cts:greekLit:tlg0085.tlg003.fuSyn:483.3,urn:cite:fuSyntax:0085003sentences.2897126,3047,a-p---fa-,urn:cite:fuSyntax:0085003tokens.2897126_45,ἅπασ
πολλοὺς,urn:cite:fuSyntax:0085003tokens.2897127_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:484.3,urn:cite:fuSyntax:0085003sentences.2897127,3053,a-p---ma-,urn:cite:fuSyntax:0085003tokens.2897127_1,πολύσ
μαντικῆς,urn:cite:fuSyntax:0085003tokens.2897127_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:484.4,urn:cite:fuSyntax:0085003sentences.2897127,3054,a-s---fg-,urn:cite:fuSyntax:0085003tokens.2897127_1,μαντικόσ
πρῶτος,urn:cite:fuSyntax:0085003tokens.2897127_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:485.2,urn:cite:fuSyntax:0085003sentences.2897127,3058,a-s---mn-,urn:cite:fuSyntax:0085003tokens.2897127_7,πρῶτοσ
δυσκρίτους,urn:cite:fuSyntax:0085003tokens.2897127_18,urn:cts:greekLit:tlg0085.tlg003.fuSyn:486.6,urn:cite:fuSyntax:0085003sentences.2897127,3068,a-p---fa-,urn:cite:fuSyntax:0085003tokens.2897127_16,δύσκριτοσ
αὐτοῖς,urn:cite:fuSyntax:0085003tokens.2897127_20,urn:cts:greekLit:tlg0085.tlg003.fuSyn:487.2,urn:cite:fuSyntax:0085003sentences.2897127,3070,a-p---md-,urn:cite:fuSyntax:0085003tokens.2897127_19,αὐτόσ
ἐνοδίους,urn:cite:fuSyntax:0085003tokens.2897127_21,urn:cts:greekLit:tlg0085.tlg003.fuSyn:487.3,urn:cite:fuSyntax:0085003sentences.2897127,3071,a-p---ma-,urn:cite:fuSyntax:0085003tokens.2897127_23,ἐνόδιοσ
δεξιοὶ,urn:cite:fuSyntax:0085003tokens.2897128_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:489.5,urn:cite:fuSyntax:0085003sentences.2897128,3084,a-p---mn-,urn:cite:fuSyntax:0085003tokens.2897128_21,δεξιόσ
