TOKENURN	HEAD
urn:cite:fuSyntax:0085003tokens.2897458_12	urn:cite:fuSyntax:0085003tokens.2897458_11
urn:cite:fuSyntax:0085003tokens.2897458_13	urn:cite:fuSyntax:0085003tokens.2897458_15
urn:cite:fuSyntax:0085003tokens.2897458_14	urn:cite:fuSyntax:0085003tokens.2897458_17
urn:cite:fuSyntax:0085003tokens.2897458_15	urn:cite:fuSyntax:0085003tokens.2897458_0
urn:cite:fuSyntax:0085003tokens.2897458_16	urn:cite:fuSyntax:0085003tokens.2897458_15
urn:cite:fuSyntax:0085003tokens.2897458_17	urn:cite:fuSyntax:0085003tokens.2897458_15
urn:cite:fuSyntax:0085003tokens.2897458_18	urn:cite:fuSyntax:0085003tokens.2897458_17
urn:cite:fuSyntax:0085003tokens.2897458_19	urn:cite:fuSyntax:0085003tokens.2897458_24
urn:cite:fuSyntax:0085003tokens.2897458_20	urn:cite:fuSyntax:0085003tokens.2897458_24
urn:cite:fuSyntax:0085003tokens.2897458_21	urn:cite:fuSyntax:0085003tokens.2897458_24
urn:cite:fuSyntax:0085003tokens.2897458_22	urn:cite:fuSyntax:0085003tokens.2897458_23
urn:cite:fuSyntax:0085003tokens.2897458_23	urn:cite:fuSyntax:0085003tokens.2897458_21
urn:cite:fuSyntax:0085003tokens.2897458_24	urn:cite:fuSyntax:0085003tokens.2897458_18
urn:cite:fuSyntax:0085003tokens.2897458_25	urn:cite:fuSyntax:0085003tokens.2897458_0
urn:cite:fuSyntax:0085003tokens.2897459_1	urn:cite:fuSyntax:0085003tokens.2897459_4
urn:cite:fuSyntax:0085003tokens.2897459_2	urn:cite:fuSyntax:0085003tokens.2897459_1
urn:cite:fuSyntax:0085003tokens.2897459_3	urn:cite:fuSyntax:0085003tokens.2897459_4
urn:cite:fuSyntax:0085003tokens.2897459_4	urn:cite:fuSyntax:0085003tokens.2897459_0
urn:cite:fuSyntax:0085003tokens.2897459_5	urn:cite:fuSyntax:0085003tokens.2897459_4
urn:cite:fuSyntax:0085003tokens.2897459_6	urn:cite:fuSyntax:0085003tokens.2897459_5
urn:cite:fuSyntax:0085003tokens.2897459_7	urn:cite:fuSyntax:0085003tokens.2897459_0
urn:cite:fuSyntax:0085003tokens.2897460_1	urn:cite:fuSyntax:0085003tokens.2897460_6
urn:cite:fuSyntax:0085003tokens.2897460_2	urn:cite:fuSyntax:0085003tokens.2897460_12
urn:cite:fuSyntax:0085003tokens.2897460_3	urn:cite:fuSyntax:0085003tokens.2897460_4
urn:cite:fuSyntax:0085003tokens.2897460_4	urn:cite:fuSyntax:0085003tokens.2897460_6
urn:cite:fuSyntax:0085003tokens.2897460_5	urn:cite:fuSyntax:0085003tokens.2897460_7
urn:cite:fuSyntax:0085003tokens.2897460_6	urn:cite:fuSyntax:0085003tokens.2897460_12
urn:cite:fuSyntax:0085003tokens.2897460_7	urn:cite:fuSyntax:0085003tokens.2897460_6
urn:cite:fuSyntax:0085003tokens.2897460_8	urn:cite:fuSyntax:0085003tokens.2897460_12
urn:cite:fuSyntax:0085003tokens.2897460_9	urn:cite:fuSyntax:0085003tokens.2897460_10
urn:cite:fuSyntax:0085003tokens.2897460_10	urn:cite:fuSyntax:0085003tokens.2897460_8
urn:cite:fuSyntax:0085003tokens.2897460_11	urn:cite:fuSyntax:0085003tokens.2897460_10
urn:cite:fuSyntax:0085003tokens.2897460_12	urn:cite:fuSyntax:0085003tokens.2897460_0
urn:cite:fuSyntax:0085003tokens.2897460_13	urn:cite:fuSyntax:0085003tokens.2897460_12
urn:cite:fuSyntax:0085003tokens.2897460_14	urn:cite:fuSyntax:0085003tokens.2897460_13
urn:cite:fuSyntax:0085003tokens.2897460_15	urn:cite:fuSyntax:0085003tokens.2897460_0
urn:cite:fuSyntax:0085003tokens.2897461_1	urn:cite:fuSyntax:0085003tokens.2897461_7
urn:cite:fuSyntax:0085003tokens.2897461_2	urn:cite:fuSyntax:0085003tokens.2897461_1
urn:cite:fuSyntax:0085003tokens.2897461_3	urn:cite:fuSyntax:0085003tokens.2897461_4
urn:cite:fuSyntax:0085003tokens.2897461_4	urn:cite:fuSyntax:0085003tokens.2897461_7
urn:cite:fuSyntax:0085003tokens.2897461_5	urn:cite:fuSyntax:0085003tokens.2897461_4
urn:cite:fuSyntax:0085003tokens.2897461_6	urn:cite:fuSyntax:0085003tokens.2897461_7
urn:cite:fuSyntax:0085003tokens.2897461_7	urn:cite:fuSyntax:0085003tokens.2897461_0
urn:cite:fuSyntax:0085003tokens.2897461_8	urn:cite:fuSyntax:0085003tokens.2897461_0
urn:cite:fuSyntax:0085003tokens.2897462_1	urn:cite:fuSyntax:0085003tokens.2897462_3
urn:cite:fuSyntax:0085003tokens.2897462_2	urn:cite:fuSyntax:0085003tokens.2897462_4
urn:cite:fuSyntax:0085003tokens.2897462_3	urn:cite:fuSyntax:0085003tokens.2897462_4
urn:cite:fuSyntax:0085003tokens.2897462_4	urn:cite:fuSyntax:0085003tokens.2897462_14
urn:cite:fuSyntax:0085003tokens.2897462_5	urn:cite:fuSyntax:0085003tokens.2897462_3
urn:cite:fuSyntax:0085003tokens.2897462_6	urn:cite:fuSyntax:0085003tokens.2897462_14
urn:cite:fuSyntax:0085003tokens.2897462_7	urn:cite:fuSyntax:0085003tokens.2897462_9
urn:cite:fuSyntax:0085003tokens.2897462_8	urn:cite:fuSyntax:0085003tokens.2897462_14
urn:cite:fuSyntax:0085003tokens.2897462_9	urn:cite:fuSyntax:0085003tokens.2897462_14
urn:cite:fuSyntax:0085003tokens.2897462_10	urn:cite:fuSyntax:0085003tokens.2897462_7
urn:cite:fuSyntax:0085003tokens.2897462_11	urn:cite:fuSyntax:0085003tokens.2897462_7
urn:cite:fuSyntax:0085003tokens.2897462_12	urn:cite:fuSyntax:0085003tokens.2897462_14
urn:cite:fuSyntax:0085003tokens.2897462_13	urn:cite:fuSyntax:0085003tokens.2897462_16
urn:cite:fuSyntax:0085003tokens.2897462_14	urn:cite:fuSyntax:0085003tokens.2897462_0
urn:cite:fuSyntax:0085003tokens.2897462_15	urn:cite:fuSyntax:0085003tokens.2897462_16
urn:cite:fuSyntax:0085003tokens.2897462_16	urn:cite:fuSyntax:0085003tokens.2897462_14
urn:cite:fuSyntax:0085003tokens.2897462_17	urn:cite:fuSyntax:0085003tokens.2897462_0
urn:cite:fuSyntax:0085003tokens.2897463_1	urn:cite:fuSyntax:0085003tokens.2897463_2
urn:cite:fuSyntax:0085003tokens.2897463_2	urn:cite:fuSyntax:0085003tokens.2897463_0
urn:cite:fuSyntax:0085003tokens.2897463_3	urn:cite:fuSyntax:0085003tokens.2897463_4
urn:cite:fuSyntax:0085003tokens.2897463_4	urn:cite:fuSyntax:0085003tokens.2897463_1
urn:cite:fuSyntax:0085003tokens.2897463_5	urn:cite:fuSyntax:0085003tokens.2897463_3
urn:cite:fuSyntax:0085003tokens.2897463_6	urn:cite:fuSyntax:0085003tokens.2897463_8
urn:cite:fuSyntax:0085003tokens.2897463_7	urn:cite:fuSyntax:0085003tokens.2897463_6
urn:cite:fuSyntax:0085003tokens.2897463_8	urn:cite:fuSyntax:0085003tokens.2897463_10
urn:cite:fuSyntax:0085003tokens.2897463_9	urn:cite:fuSyntax:0085003tokens.2897463_8
urn:cite:fuSyntax:0085003tokens.2897463_10	urn:cite:fuSyntax:0085003tokens.2897463_1
urn:cite:fuSyntax:0085003tokens.2897463_11	urn:cite:fuSyntax:0085003tokens.2897463_0
urn:cite:fuSyntax:0085003tokens.2897464_1	urn:cite:fuSyntax:0085003tokens.2897464_2
urn:cite:fuSyntax:0085003tokens.2897464_2	urn:cite:fuSyntax:0085003tokens.2897464_0
urn:cite:fuSyntax:0085003tokens.2897464_3	urn:cite:fuSyntax:0085003tokens.2897464_1
urn:cite:fuSyntax:0085003tokens.2897464_4	urn:cite:fuSyntax:0085003tokens.2897464_1
urn:cite:fuSyntax:0085003tokens.2897464_5	urn:cite:fuSyntax:0085003tokens.2897464_0
urn:cite:fuSyntax:0085003tokens.2897465_1	urn:cite:fuSyntax:0085003tokens.2897465_4
urn:cite:fuSyntax:0085003tokens.2897465_2	urn:cite:fuSyntax:0085003tokens.2897465_8
urn:cite:fuSyntax:0085003tokens.2897465_3	urn:cite:fuSyntax:0085003tokens.2897465_2
urn:cite:fuSyntax:0085003tokens.2897465_4	urn:cite:fuSyntax:0085003tokens.2897465_8
urn:cite:fuSyntax:0085003tokens.2897465_5	urn:cite:fuSyntax:0085003tokens.2897465_4
urn:cite:fuSyntax:0085003tokens.2897465_6	urn:cite:fuSyntax:0085003tokens.2897465_8
urn:cite:fuSyntax:0085003tokens.2897465_7	urn:cite:fuSyntax:0085003tokens.2897465_6
urn:cite:fuSyntax:0085003tokens.2897465_8	urn:cite:fuSyntax:0085003tokens.2897465_0
urn:cite:fuSyntax:0085003tokens.2897465_9	urn:cite:fuSyntax:0085003tokens.2897465_8
urn:cite:fuSyntax:0085003tokens.2897465_10	urn:cite:fuSyntax:0085003tokens.2897465_0
urn:cite:fuSyntax:0085003tokens.2897466_1	urn:cite:fuSyntax:0085003tokens.2897466_4
urn:cite:fuSyntax:0085003tokens.2897466_2	urn:cite:fuSyntax:0085003tokens.2897466_4
urn:cite:fuSyntax:0085003tokens.2897466_3	urn:cite:fuSyntax:0085003tokens.2897466_2
urn:cite:fuSyntax:0085003tokens.2897466_4	urn:cite:fuSyntax:0085003tokens.2897466_5
urn:cite:fuSyntax:0085003tokens.2897466_5	urn:cite:fuSyntax:0085003tokens.2897466_13
urn:cite:fuSyntax:0085003tokens.2897466_6	urn:cite:fuSyntax:0085003tokens.2897466_8
urn:cite:fuSyntax:0085003tokens.2897466_7	urn:cite:fuSyntax:0085003tokens.2897466_9
urn:cite:fuSyntax:0085003tokens.2897466_8	urn:cite:fuSyntax:0085003tokens.2897466_5
urn:cite:fuSyntax:0085003tokens.2897466_9	urn:cite:fuSyntax:0085003tokens.2897466_10
urn:cite:fuSyntax:0085003tokens.2897466_10	urn:cite:fuSyntax:0085003tokens.2897466_11
urn:cite:fuSyntax:0085003tokens.2897466_11	urn:cite:fuSyntax:0085003tokens.2897466_8
urn:cite:fuSyntax:0085003tokens.2897466_12	urn:cite:fuSyntax:0085003tokens.2897466_5
urn:cite:fuSyntax:0085003tokens.2897466_13	urn:cite:fuSyntax:0085003tokens.2897466_0
urn:cite:fuSyntax:0085003tokens.2897466_14	urn:cite:fuSyntax:0085003tokens.2897466_13
urn:cite:fuSyntax:0085003tokens.2897466_15	urn:cite:fuSyntax:0085003tokens.2897466_17
urn:cite:fuSyntax:0085003tokens.2897466_16	urn:cite:fuSyntax:0085003tokens.2897466_17
urn:cite:fuSyntax:0085003tokens.2897466_17	urn:cite:fuSyntax:0085003tokens.2897466_13
urn:cite:fuSyntax:0085003tokens.2897466_18	urn:cite:fuSyntax:0085003tokens.2897466_0
urn:cite:fuSyntax:0085003tokens.2896877_1	urn:cite:fuSyntax:0085003tokens.2896877_6
urn:cite:fuSyntax:0085003tokens.2896877_2	urn:cite:fuSyntax:0085003tokens.2896877_5
urn:cite:fuSyntax:0085003tokens.2896877_3	urn:cite:fuSyntax:0085003tokens.2896877_11
urn:cite:fuSyntax:0085003tokens.2896877_4	urn:cite:fuSyntax:0085003tokens.2896877_6
urn:cite:fuSyntax:0085003tokens.2896877_5	urn:cite:fuSyntax:0085003tokens.2896877_0
urn:cite:fuSyntax:0085003tokens.2896877_6	urn:cite:fuSyntax:0085003tokens.2896877_3
urn:cite:fuSyntax:0085003tokens.2896877_7	urn:cite:fuSyntax:0085003tokens.2896877_11
urn:cite:fuSyntax:0085003tokens.2896877_8	urn:cite:fuSyntax:0085003tokens.2896877_10
urn:cite:fuSyntax:0085003tokens.2896877_9	urn:cite:fuSyntax:0085003tokens.2896877_11
urn:cite:fuSyntax:0085003tokens.2896877_10	urn:cite:fuSyntax:0085003tokens.2896877_9
urn:cite:fuSyntax:0085003tokens.2896877_11	urn:cite:fuSyntax:0085003tokens.2896877_5
urn:cite:fuSyntax:0085003tokens.2896877_12	urn:cite:fuSyntax:0085003tokens.2896877_14
urn:cite:fuSyntax:0085003tokens.2896877_13	urn:cite:fuSyntax:0085003tokens.2896877_11
urn:cite:fuSyntax:0085003tokens.2896877_14	urn:cite:fuSyntax:0085003tokens.2896877_13
urn:cite:fuSyntax:0085003tokens.2896877_15	urn:cite:fuSyntax:0085003tokens.2896877_0
urn:cite:fuSyntax:0085003tokens.2896878_1	urn:cite:fuSyntax:0085003tokens.2896878_5
urn:cite:fuSyntax:0085003tokens.2896878_2	urn:cite:fuSyntax:0085003tokens.2896878_1
urn:cite:fuSyntax:0085003tokens.2896878_3	urn:cite:fuSyntax:0085003tokens.2896878_6
urn:cite:fuSyntax:0085003tokens.2896878_4	urn:cite:fuSyntax:0085003tokens.2896878_5
urn:cite:fuSyntax:0085003tokens.2896878_5	urn:cite:fuSyntax:0085003tokens.2896878_0
urn:cite:fuSyntax:0085003tokens.2896878_6	urn:cite:fuSyntax:0085003tokens.2896878_5
urn:cite:fuSyntax:0085003tokens.2896878_7	urn:cite:fuSyntax:0085003tokens.2896878_6
urn:cite:fuSyntax:0085003tokens.2896878_8	urn:cite:fuSyntax:0085003tokens.2896878_11
urn:cite:fuSyntax:0085003tokens.2896878_9	urn:cite:fuSyntax:0085003tokens.2896878_11
urn:cite:fuSyntax:0085003tokens.2896878_10	urn:cite:fuSyntax:0085003tokens.2896878_11
urn:cite:fuSyntax:0085003tokens.2896878_11	urn:cite:fuSyntax:0085003tokens.2896878_7
urn:cite:fuSyntax:0085003tokens.2896878_12	urn:cite:fuSyntax:0085003tokens.2896878_19
urn:cite:fuSyntax:0085003tokens.2896878_13	urn:cite:fuSyntax:0085003tokens.2896878_18
urn:cite:fuSyntax:0085003tokens.2896878_14	urn:cite:fuSyntax:0085003tokens.2896878_19
urn:cite:fuSyntax:0085003tokens.2896878_15	urn:cite:fuSyntax:0085003tokens.2896878_14
urn:cite:fuSyntax:0085003tokens.2896878_16	urn:cite:fuSyntax:0085003tokens.2896878_15
urn:cite:fuSyntax:0085003tokens.2896878_17	urn:cite:fuSyntax:0085003tokens.2896878_18
urn:cite:fuSyntax:0085003tokens.2896878_18	urn:cite:fuSyntax:0085003tokens.2896878_19
urn:cite:fuSyntax:0085003tokens.2896878_19	urn:cite:fuSyntax:0085003tokens.2896878_7
urn:cite:fuSyntax:0085003tokens.2896878_20	urn:cite:fuSyntax:0085003tokens.2896878_21
urn:cite:fuSyntax:0085003tokens.2896878_21	urn:cite:fuSyntax:0085003tokens.2896878_24
urn:cite:fuSyntax:0085003tokens.2896878_22	urn:cite:fuSyntax:0085003tokens.2896878_19
urn:cite:fuSyntax:0085003tokens.2896878_23	urn:cite:fuSyntax:0085003tokens.2896878_24
urn:cite:fuSyntax:0085003tokens.2896878_24	urn:cite:fuSyntax:0085003tokens.2896878_22
urn:cite:fuSyntax:0085003tokens.2896878_25	urn:cite:fuSyntax:0085003tokens.2896878_0
urn:cite:fuSyntax:0085003tokens.2896879_1	urn:cite:fuSyntax:0085003tokens.2896879_4
urn:cite:fuSyntax:0085003tokens.2896879_2	urn:cite:fuSyntax:0085003tokens.2896879_4
urn:cite:fuSyntax:0085003tokens.2896879_3	urn:cite:fuSyntax:0085003tokens.2896879_12
urn:cite:fuSyntax:0085003tokens.2896879_4	urn:cite:fuSyntax:0085003tokens.2896879_5
urn:cite:fuSyntax:0085003tokens.2896879_5	urn:cite:fuSyntax:0085003tokens.2896879_12
urn:cite:fuSyntax:0085003tokens.2896879_6	urn:cite:fuSyntax:0085003tokens.2896879_7
urn:cite:fuSyntax:0085003tokens.2896879_7	urn:cite:fuSyntax:0085003tokens.2896879_8
urn:cite:fuSyntax:0085003tokens.2896879_8	urn:cite:fuSyntax:0085003tokens.2896879_5
urn:cite:fuSyntax:0085003tokens.2896879_9	urn:cite:fuSyntax:0085003tokens.2896879_5
urn:cite:fuSyntax:0085003tokens.2896879_10	urn:cite:fuSyntax:0085003tokens.2896879_12
urn:cite:fuSyntax:0085003tokens.2896879_11	urn:cite:fuSyntax:0085003tokens.2896879_12
urn:cite:fuSyntax:0085003tokens.2896879_12	urn:cite:fuSyntax:0085003tokens.2896879_0
urn:cite:fuSyntax:0085003tokens.2896879_13	urn:cite:fuSyntax:0085003tokens.2896879_0
urn:cite:fuSyntax:0085003tokens.2896880_1	urn:cite:fuSyntax:0085003tokens.2896880_3
urn:cite:fuSyntax:0085003tokens.2896880_2	urn:cite:fuSyntax:0085003tokens.2896880_1
urn:cite:fuSyntax:0085003tokens.2896880_3	urn:cite:fuSyntax:0085003tokens.2896880_8
urn:cite:fuSyntax:0085003tokens.2896880_4	urn:cite:fuSyntax:0085003tokens.2896880_7
urn:cite:fuSyntax:0085003tokens.2896880_5	urn:cite:fuSyntax:0085003tokens.2896880_0
urn:cite:fuSyntax:0085003tokens.2896880_6	urn:cite:fuSyntax:0085003tokens.2896880_7
urn:cite:fuSyntax:0085003tokens.2896880_7	urn:cite:fuSyntax:0085003tokens.2896880_5
urn:cite:fuSyntax:0085003tokens.2896880_8	urn:cite:fuSyntax:0085003tokens.2896880_7
urn:cite:fuSyntax:0085003tokens.2896880_9	urn:cite:fuSyntax:0085003tokens.2896880_10
urn:cite:fuSyntax:0085003tokens.2896880_10	urn:cite:fuSyntax:0085003tokens.2896880_5
urn:cite:fuSyntax:0085003tokens.2896880_11	urn:cite:fuSyntax:0085003tokens.2896880_12
urn:cite:fuSyntax:0085003tokens.2896880_12	urn:cite:fuSyntax:0085003tokens.2896880_10
urn:cite:fuSyntax:0085003tokens.2896880_13	urn:cite:fuSyntax:0085003tokens.2896880_15
urn:cite:fuSyntax:0085003tokens.2896880_14	urn:cite:fuSyntax:0085003tokens.2896880_15
urn:cite:fuSyntax:0085003tokens.2896880_15	urn:cite:fuSyntax:0085003tokens.2896880_16
urn:cite:fuSyntax:0085003tokens.2896880_16	urn:cite:fuSyntax:0085003tokens.2896880_19
urn:cite:fuSyntax:0085003tokens.2896880_17	urn:cite:fuSyntax:0085003tokens.2896880_19
urn:cite:fuSyntax:0085003tokens.2896880_18	urn:cite:fuSyntax:0085003tokens.2896880_21
urn:cite:fuSyntax:0085003tokens.2896880_19	urn:cite:fuSyntax:0085003tokens.2896880_12
urn:cite:fuSyntax:0085003tokens.2896880_20	urn:cite:fuSyntax:0085003tokens.2896880_19
urn:cite:fuSyntax:0085003tokens.2896880_21	urn:cite:fuSyntax:0085003tokens.2896880_20
urn:cite:fuSyntax:0085003tokens.2896880_22	urn:cite:fuSyntax:0085003tokens.2896880_0
urn:cite:fuSyntax:0085003tokens.2896881_1	urn:cite:fuSyntax:0085003tokens.2896881_3
urn:cite:fuSyntax:0085003tokens.2896881_2	urn:cite:fuSyntax:0085003tokens.2896881_3
urn:cite:fuSyntax:0085003tokens.2896881_3	urn:cite:fuSyntax:0085003tokens.2896881_12
urn:cite:fuSyntax:0085003tokens.2896881_4	urn:cite:fuSyntax:0085003tokens.2896881_3
urn:cite:fuSyntax:0085003tokens.2896881_5	urn:cite:fuSyntax:0085003tokens.2896881_9
urn:cite:fuSyntax:0085003tokens.2896881_6	urn:cite:fuSyntax:0085003tokens.2896881_12
urn:cite:fuSyntax:0085003tokens.2896881_7	urn:cite:fuSyntax:0085003tokens.2896881_9
urn:cite:fuSyntax:0085003tokens.2896881_8	urn:cite:fuSyntax:0085003tokens.2896881_7
urn:cite:fuSyntax:0085003tokens.2896881_9	urn:cite:fuSyntax:0085003tokens.2896881_12
urn:cite:fuSyntax:0085003tokens.2896881_10	urn:cite:fuSyntax:0085003tokens.2896881_9
urn:cite:fuSyntax:0085003tokens.2896881_11	urn:cite:fuSyntax:0085003tokens.2896881_10
urn:cite:fuSyntax:0085003tokens.2896881_12	urn:cite:fuSyntax:0085003tokens.2896881_0
urn:cite:fuSyntax:0085003tokens.2896881_13	urn:cite:fuSyntax:0085003tokens.2896881_12
urn:cite:fuSyntax:0085003tokens.2896881_14	urn:cite:fuSyntax:0085003tokens.2896881_12
urn:cite:fuSyntax:0085003tokens.2896881_15	urn:cite:fuSyntax:0085003tokens.2896881_0
urn:cite:fuSyntax:0085003tokens.2896882_1	urn:cite:fuSyntax:0085003tokens.2896882_4
urn:cite:fuSyntax:0085003tokens.2896882_2	urn:cite:fuSyntax:0085003tokens.2896882_4
urn:cite:fuSyntax:0085003tokens.2896882_3	urn:cite:fuSyntax:0085003tokens.2896882_4
urn:cite:fuSyntax:0085003tokens.2896882_4	urn:cite:fuSyntax:0085003tokens.2896882_0
urn:cite:fuSyntax:0085003tokens.2896882_5	urn:cite:fuSyntax:0085003tokens.2896882_6
urn:cite:fuSyntax:0085003tokens.2896882_6	urn:cite:fuSyntax:0085003tokens.2896882_7
urn:cite:fuSyntax:0085003tokens.2896882_7	urn:cite:fuSyntax:0085003tokens.2896882_3
urn:cite:fuSyntax:0085003tokens.2896882_8	urn:cite:fuSyntax:0085003tokens.2896882_7
urn:cite:fuSyntax:0085003tokens.2896882_9	urn:cite:fuSyntax:0085003tokens.2896882_10
urn:cite:fuSyntax:0085003tokens.2896882_10	urn:cite:fuSyntax:0085003tokens.2896882_7
urn:cite:fuSyntax:0085003tokens.2896882_11	urn:cite:fuSyntax:0085003tokens.2896882_9
urn:cite:fuSyntax:0085003tokens.2896882_12	urn:cite:fuSyntax:0085003tokens.2896882_0
urn:cite:fuSyntax:0085003tokens.2896883_1	urn:cite:fuSyntax:0085003tokens.2896883_0
urn:cite:fuSyntax:0085003tokens.2896883_2	urn:cite:fuSyntax:0085003tokens.2896883_0
urn:cite:fuSyntax:0085003tokens.2896883_3	urn:cite:fuSyntax:0085003tokens.2896883_0
urn:cite:fuSyntax:0085003tokens.2896883_4	urn:cite:fuSyntax:0085003tokens.2896883_6
urn:cite:fuSyntax:0085003tokens.2896883_5	urn:cite:fuSyntax:0085003tokens.2896883_0
urn:cite:fuSyntax:0085003tokens.2896883_6	urn:cite:fuSyntax:0085003tokens.2896883_7
urn:cite:fuSyntax:0085003tokens.2896883_7	urn:cite:fuSyntax:0085003tokens.2896883_0
urn:cite:fuSyntax:0085003tokens.2896883_8	urn:cite:fuSyntax:0085003tokens.2896883_0
urn:cite:fuSyntax:0085003tokens.2896884_1	urn:cite:fuSyntax:0085003tokens.2896884_0
urn:cite:fuSyntax:0085003tokens.2896884_2	urn:cite:fuSyntax:0085003tokens.2896884_0
urn:cite:fuSyntax:0085003tokens.2896884_3	urn:cite:fuSyntax:0085003tokens.2896884_4
urn:cite:fuSyntax:0085003tokens.2896884_4	urn:cite:fuSyntax:0085003tokens.2896884_1
urn:cite:fuSyntax:0085003tokens.2896884_5	urn:cite:fuSyntax:0085003tokens.2896884_0
urn:cite:fuSyntax:0085003tokens.2896884_6	urn:cite:fuSyntax:0085003tokens.2896884_0
urn:cite:fuSyntax:0085003tokens.2896885_1	urn:cite:fuSyntax:0085003tokens.2896885_3
urn:cite:fuSyntax:0085003tokens.2896885_2	urn:cite:fuSyntax:0085003tokens.2896885_3
urn:cite:fuSyntax:0085003tokens.2896885_3	urn:cite:fuSyntax:0085003tokens.2896885_5
urn:cite:fuSyntax:0085003tokens.2896885_4	urn:cite:fuSyntax:0085003tokens.2896885_5
urn:cite:fuSyntax:0085003tokens.2896885_5	urn:cite:fuSyntax:0085003tokens.2896885_12
urn:cite:fuSyntax:0085003tokens.2896885_6	urn:cite:fuSyntax:0085003tokens.2896885_5
urn:cite:fuSyntax:0085003tokens.2896885_7	urn:cite:fuSyntax:0085003tokens.2896885_8
urn:cite:fuSyntax:0085003tokens.2896885_8	urn:cite:fuSyntax:0085003tokens.2896885_12
urn:cite:fuSyntax:0085003tokens.2896885_9	urn:cite:fuSyntax:0085003tokens.2896885_12
urn:cite:fuSyntax:0085003tokens.2896885_10	urn:cite:fuSyntax:0085003tokens.2896885_11
urn:cite:fuSyntax:0085003tokens.2896885_11	urn:cite:fuSyntax:0085003tokens.2896885_12
urn:cite:fuSyntax:0085003tokens.2896885_12	urn:cite:fuSyntax:0085003tokens.2896885_0
urn:cite:fuSyntax:0085003tokens.2896885_13	urn:cite:fuSyntax:0085003tokens.2896885_15
urn:cite:fuSyntax:0085003tokens.2896885_14	urn:cite:fuSyntax:0085003tokens.2896885_15
urn:cite:fuSyntax:0085003tokens.2896885_15	urn:cite:fuSyntax:0085003tokens.2896885_12
urn:cite:fuSyntax:0085003tokens.2896885_16	urn:cite:fuSyntax:0085003tokens.2896885_28
urn:cite:fuSyntax:0085003tokens.2896885_17	urn:cite:fuSyntax:0085003tokens.2896885_19
urn:cite:fuSyntax:0085003tokens.2896885_18	urn:cite:fuSyntax:0085003tokens.2896885_21
urn:cite:fuSyntax:0085003tokens.2896885_19	urn:cite:fuSyntax:0085003tokens.2896885_21
urn:cite:fuSyntax:0085003tokens.2896885_20	urn:cite:fuSyntax:0085003tokens.2896885_23
urn:cite:fuSyntax:0085003tokens.2896885_21	urn:cite:fuSyntax:0085003tokens.2896885_25
urn:cite:fuSyntax:0085003tokens.2896885_22	urn:cite:fuSyntax:0085003tokens.2896885_21
urn:cite:fuSyntax:0085003tokens.2896885_23	urn:cite:fuSyntax:0085003tokens.2896885_21
urn:cite:fuSyntax:0085003tokens.2896885_24	urn:cite:fuSyntax:0085003tokens.2896885_22
urn:cite:fuSyntax:0085003tokens.2896885_25	urn:cite:fuSyntax:0085003tokens.2896885_28
urn:cite:fuSyntax:0085003tokens.2896885_26	urn:cite:fuSyntax:0085003tokens.2896885_28
urn:cite:fuSyntax:0085003tokens.2896885_27	urn:cite:fuSyntax:0085003tokens.2896885_33
urn:cite:fuSyntax:0085003tokens.2896885_28	urn:cite:fuSyntax:0085003tokens.2896885_15
urn:cite:fuSyntax:0085003tokens.2896885_29	urn:cite:fuSyntax:0085003tokens.2896885_31
urn:cite:fuSyntax:0085003tokens.2896885_30	urn:cite:fuSyntax:0085003tokens.2896885_31
urn:cite:fuSyntax:0085003tokens.2896885_31	urn:cite:fuSyntax:0085003tokens.2896885_33
urn:cite:fuSyntax:0085003tokens.2896885_32	urn:cite:fuSyntax:0085003tokens.2896885_34
urn:cite:fuSyntax:0085003tokens.2896885_33	urn:cite:fuSyntax:0085003tokens.2896885_28
urn:cite:fuSyntax:0085003tokens.2896885_34	urn:cite:fuSyntax:0085003tokens.2896885_33
urn:cite:fuSyntax:0085003tokens.2896885_35	urn:cite:fuSyntax:0085003tokens.2896885_0
urn:cite:fuSyntax:0085003tokens.2896886_1	urn:cite:fuSyntax:0085003tokens.2896886_3
urn:cite:fuSyntax:0085003tokens.2896886_2	urn:cite:fuSyntax:0085003tokens.2896886_11
urn:cite:fuSyntax:0085003tokens.2896886_3	urn:cite:fuSyntax:0085003tokens.2896886_11
urn:cite:fuSyntax:0085003tokens.2896886_4	urn:cite:fuSyntax:0085003tokens.2896886_6
urn:cite:fuSyntax:0085003tokens.2896886_5	urn:cite:fuSyntax:0085003tokens.2896886_6
urn:cite:fuSyntax:0085003tokens.2896886_6	urn:cite:fuSyntax:0085003tokens.2896886_7
urn:cite:fuSyntax:0085003tokens.2896886_7	urn:cite:fuSyntax:0085003tokens.2896886_11
