SEQ	TOKENURN	POS	HEAD	LEMMA
939	urn:cite:fuSyntax:0085003tokens.2896966_8	n-p---ng-	urn:cite:fuSyntax:0085003tokens.2896966_7	δάκρυον1
940	urn:cite:fuSyntax:0085003tokens.2896966_9	a-s---na-	urn:cite:fuSyntax:0085003tokens.2896966_10	σόσ
941	urn:cite:fuSyntax:0085003tokens.2896966_10	n-s---na-	urn:cite:fuSyntax:0085003tokens.2896966_11	δέμασ
942	urn:cite:fuSyntax:0085003tokens.2896966_11	t-s-pafd-	urn:cite:fuSyntax:0085003tokens.2896966_6	εἰσοράω
943	urn:cite:fuSyntax:0085003tokens.2896966_12	n-p---fd-	urn:cite:fuSyntax:0085003tokens.2896966_13	πέτρα1
944	urn:cite:fuSyntax:0085003tokens.2896966_13	t-sppema-	urn:cite:fuSyntax:0085003tokens.2896966_10	προσαυαίνομαι1
945	urn:cite:fuSyntax:0085003tokens.2896966_14	p-p---fd-	urn:cite:fuSyntax:0085003tokens.2896966_15	ὅδε1
946	urn:cite:fuSyntax:0085003tokens.2896966_15	a-p---fd-	urn:cite:fuSyntax:0085003tokens.2896966_16	ἀδαμαντόδετοσ
947	urn:cite:fuSyntax:0085003tokens.2896966_16	n-p---fd-	urn:cite:fuSyntax:0085003tokens.2896966_13	λύμη1
948	urn:cite:fuSyntax:0085003tokens.2896966_17	u--------	urn:cite:fuSyntax:0085003tokens.2896966_0	περιοδ1
949	urn:cite:fuSyntax:0085003tokens.2896967_1	a-p---mn-	urn:cite:fuSyntax:0085003tokens.2896967_3	νέοσ
950	urn:cite:fuSyntax:0085003tokens.2896967_2	g--------	urn:cite:fuSyntax:0085003tokens.2896967_4	γάρ1
951	urn:cite:fuSyntax:0085003tokens.2896967_3	n-p---mn-	urn:cite:fuSyntax:0085003tokens.2896967_4	οἰακονόμοσ
952	urn:cite:fuSyntax:0085003tokens.2896967_4	v3ppia---	urn:cite:fuSyntax:0085003tokens.2896967_0	κρατέω1
953	urn:cite:fuSyntax:0085003tokens.2896967_5	u--------	urn:cite:fuSyntax:0085003tokens.2896967_0	ξομμα1
954	urn:cite:fuSyntax:0085003tokens.2896967_6	n-s---mg-	urn:cite:fuSyntax:0085003tokens.2896967_4	Ὄλυμποσ
955	urn:cite:fuSyntax:0085003tokens.2896967_7	u--------	urn:cite:fuSyntax:0085003tokens.2896967_0	πυνξ1
956	urn:cite:fuSyntax:0085003tokens.2896968_1	a-p---md-	urn:cite:fuSyntax:0085003tokens.2896968_4	νεοχμόσ
957	urn:cite:fuSyntax:0085003tokens.2896968_2	g--------	urn:cite:fuSyntax:0085003tokens.2896968_0	δέ1
958	urn:cite:fuSyntax:0085003tokens.2896968_3	g--------	urn:cite:fuSyntax:0085003tokens.2896968_2	δή1
959	urn:cite:fuSyntax:0085003tokens.2896968_4	n-p---md-	urn:cite:fuSyntax:0085003tokens.2896968_7	νόμοσ
960	urn:cite:fuSyntax:0085003tokens.2896968_5	n-s---mn-	urn:cite:fuSyntax:0085003tokens.2896968_7	Ζεύσ
961	urn:cite:fuSyntax:0085003tokens.2896968_6	d--------	urn:cite:fuSyntax:0085003tokens.2896968_7	ἄθετοσ
962	urn:cite:fuSyntax:0085003tokens.2896968_7	v3spia---	urn:cite:fuSyntax:0085003tokens.2896968_2	κρατύνω1
963	urn:cite:fuSyntax:0085003tokens.2896968_8	u--------	urn:cite:fuSyntax:0085003tokens.2896968_0	περιοδ1
964	urn:cite:fuSyntax:0085003tokens.2896969_1	l-p---na-	urn:cite:fuSyntax:0085003tokens.2896969_4	ὁ1
965	urn:cite:fuSyntax:0085003tokens.2896969_2	d--------	urn:cite:fuSyntax:0085003tokens.2896969_4	πρίν1
966	urn:cite:fuSyntax:0085003tokens.2896969_3	g--------	urn:cite:fuSyntax:0085003tokens.2896969_0	δέ1
967	urn:cite:fuSyntax:0085003tokens.2896969_4	a-p---na-	urn:cite:fuSyntax:0085003tokens.2896969_6	πελώριοσ
968	urn:cite:fuSyntax:0085003tokens.2896969_5	d--------	urn:cite:fuSyntax:0085003tokens.2896969_6	νῦν1
969	urn:cite:fuSyntax:0085003tokens.2896969_6	v2spie---	urn:cite:fuSyntax:0085003tokens.2896969_3	ἀιστόω1
970	urn:cite:fuSyntax:0085003tokens.2896969_7	u--------	urn:cite:fuSyntax:0085003tokens.2896969_0	περιοδ1
971	urn:cite:fuSyntax:0085003tokens.2896970_1	c--------	urn:cite:fuSyntax:0085003tokens.2896970_14	εἰ1
972	urn:cite:fuSyntax:0085003tokens.2896970_2	g--------	urn:cite:fuSyntax:0085003tokens.2896970_14	γάρ1
973	urn:cite:fuSyntax:0085003tokens.2896970_3	p-s---ma-	urn:cite:fuSyntax:0085003tokens.2896970_14	ἐγώ1
974	urn:cite:fuSyntax:0085003tokens.2896970_4	r--------	urn:cite:fuSyntax:0085003tokens.2896970_7	ὑπό1
975	urn:cite:fuSyntax:0085003tokens.2896970_5	n-s---fa-	urn:cite:fuSyntax:0085003tokens.2896970_4	γῆ1
976	urn:cite:fuSyntax:0085003tokens.2896970_6	r--------	urn:cite:fuSyntax:0085003tokens.2896970_13	ἔνερθε1
977	urn:cite:fuSyntax:0085003tokens.2896970_7	g--------	urn:cite:fuSyntax:0085003tokens.2896970_14	τε1
978	urn:cite:fuSyntax:0085003tokens.2896970_8	n-s---mg-	urn:cite:fuSyntax:0085003tokens.2896970_6	Ἅιδησ
979	urn:cite:fuSyntax:0085003tokens.2896970_9	l-s---mg-	urn:cite:fuSyntax:0085003tokens.2896970_8	ὁ1
980	urn:cite:fuSyntax:0085003tokens.2896970_10	a-s---mg-	urn:cite:fuSyntax:0085003tokens.2896970_8	νεκροδέγμων
981	urn:cite:fuSyntax:0085003tokens.2896970_11	r--------	urn:cite:fuSyntax:0085003tokens.2896970_7	εἰσ
982	urn:cite:fuSyntax:0085003tokens.2896970_12	a-s---ma-	urn:cite:fuSyntax:0085003tokens.2896970_13	ἀπείρητοσ
983	urn:cite:fuSyntax:0085003tokens.2896970_13	n-s---ma-	urn:cite:fuSyntax:0085003tokens.2896970_11	Τάρταροσ
984	urn:cite:fuSyntax:0085003tokens.2896970_14	v3saia---	urn:cite:fuSyntax:0085003tokens.2896970_0	ἵημι1
985	urn:cite:fuSyntax:0085003tokens.2896970_15	u--------	urn:cite:fuSyntax:0085003tokens.2896970_19	ξομμα1
986	urn:cite:fuSyntax:0085003tokens.2896970_16	n-p---md-	urn:cite:fuSyntax:0085003tokens.2896970_19	δεσμόσ
987	urn:cite:fuSyntax:0085003tokens.2896970_17	a-p---md-	urn:cite:fuSyntax:0085003tokens.2896970_16	ἄλυτοσ
988	urn:cite:fuSyntax:0085003tokens.2896970_18	d--------	urn:cite:fuSyntax:0085003tokens.2896970_19	ἄγριοσ
989	urn:cite:fuSyntax:0085003tokens.2896970_19	t-sapamn-	urn:cite:fuSyntax:0085003tokens.2896970_14	πελάζω1
990	urn:cite:fuSyntax:0085003tokens.2896970_20	u--------	urn:cite:fuSyntax:0085003tokens.2896970_21	ξομμα1
991	urn:cite:fuSyntax:0085003tokens.2896970_21	c--------	urn:cite:fuSyntax:0085003tokens.2896970_14	ὡσ
992	urn:cite:fuSyntax:0085003tokens.2896970_22	g--------	urn:cite:fuSyntax:0085003tokens.2896970_23	μήτε1
993	urn:cite:fuSyntax:0085003tokens.2896970_23	n-s---mn-	urn:cite:fuSyntax:0085003tokens.2896970_24	θεόσ
994	urn:cite:fuSyntax:0085003tokens.2896970_24	g--------	urn:cite:fuSyntax:0085003tokens.2896970_21	μήτε1
995	urn:cite:fuSyntax:0085003tokens.2896970_25	p-s---mn-	urn:cite:fuSyntax:0085003tokens.2896970_24	τισ
996	urn:cite:fuSyntax:0085003tokens.2896970_26	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2896970_25	ἄλλοσ
997	urn:cite:fuSyntax:0085003tokens.2896970_27	p-p---md-	urn:cite:fuSyntax:0085003tokens.2896970_28	ὅδε1
998	urn:cite:fuSyntax:0085003tokens.2896970_28	v3siia---	urn:cite:fuSyntax:0085003tokens.2896970_21	ἐπιγηθέω1
999	urn:cite:fuSyntax:0085003tokens.2896970_29	u--------	urn:cite:fuSyntax:0085003tokens.2896970_0	περιοδ1
1000	urn:cite:fuSyntax:0085003tokens.2896971_1	d--------	urn:cite:fuSyntax:0085003tokens.2896971_9	νῦν1
1001	urn:cite:fuSyntax:0085003tokens.2896971_2	g--------	urn:cite:fuSyntax:0085003tokens.2896971_9	δέ1
1002	urn:cite:fuSyntax:0085003tokens.2896971_3	a-s---nn-	urn:cite:fuSyntax:0085003tokens.2896971_4	αἰθέριοσ
1003	urn:cite:fuSyntax:0085003tokens.2896971_4	n-s---nn-	urn:cite:fuSyntax:0085003tokens.2896971_6	κίνυγμα1
1004	urn:cite:fuSyntax:0085003tokens.2896971_5	l-s---mn-	urn:cite:fuSyntax:0085003tokens.2896971_6	ὁ1
1005	urn:cite:fuSyntax:0085003tokens.2896971_6	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2896971_9	τάλασ
1006	urn:cite:fuSyntax:0085003tokens.2896971_7	a-p---md-	urn:cite:fuSyntax:0085003tokens.2896971_8	ἐχθρόσ
1007	urn:cite:fuSyntax:0085003tokens.2896971_8	a-p---na-	urn:cite:fuSyntax:0085003tokens.2896971_9	ἐπίχαρτοσ
1008	urn:cite:fuSyntax:0085003tokens.2896971_9	v1sria---	urn:cite:fuSyntax:0085003tokens.2896971_0	πάσχω1
1009	urn:cite:fuSyntax:0085003tokens.2896971_10	u--------	urn:cite:fuSyntax:0085003tokens.2896971_0	περιοδ1
1010	urn:cite:fuSyntax:0085003tokens.2896972_1	p-s---mn-	urn:cite:fuSyntax:0085003tokens.2896972_0	τίσ
1011	urn:cite:fuSyntax:0085003tokens.2896972_2	d--------	urn:cite:fuSyntax:0085003tokens.2896972_3	ὧδε1
1012	urn:cite:fuSyntax:0085003tokens.2896972_3	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2896972_0	τλησικάρδιοσ
1013	urn:cite:fuSyntax:0085003tokens.2896972_4	n-p---mg-	urn:cite:fuSyntax:0085003tokens.2896972_1	θεόσ
1014	urn:cite:fuSyntax:0085003tokens.2896972_5	u--------	urn:cite:fuSyntax:0085003tokens.2896972_2	ξομμα1
1015	urn:cite:fuSyntax:0085003tokens.2896972_6	p-s---md-	urn:cite:fuSyntax:0085003tokens.2896972_2	ὅστισ
1016	urn:cite:fuSyntax:0085003tokens.2896972_7	p-p---nn-	urn:cite:fuSyntax:0085003tokens.2896972_2	ὅδε1
1017	urn:cite:fuSyntax:0085003tokens.2896972_8	a-p---nn-	urn:cite:fuSyntax:0085003tokens.2896972_2	ἐπιχαρήσ
1018	urn:cite:fuSyntax:0085003tokens.2896972_9	u--------	urn:cite:fuSyntax:0085003tokens.2896972_0	πυνξ1
1019	urn:cite:fuSyntax:0085003tokens.2896973_1	p-s---mn-	urn:cite:fuSyntax:0085003tokens.2896973_3	τίς
1020	urn:cite:fuSyntax:0085003tokens.2896973_2	d--------	urn:cite:fuSyntax:0085003tokens.2896973_3	οὐ1
1021	urn:cite:fuSyntax:0085003tokens.2896973_3	v3spsa---	urn:cite:fuSyntax:0085003tokens.2896973_0	συνασχαλάω1
1022	urn:cite:fuSyntax:0085003tokens.2896973_4	a-p---nd-	urn:cite:fuSyntax:0085003tokens.2896973_3	κακόσ
1023	urn:cite:fuSyntax:0085003tokens.2896973_5	a-p---md-	urn:cite:fuSyntax:0085003tokens.2896973_4	τεόσ
1024	urn:cite:fuSyntax:0085003tokens.2896973_6	u--------	urn:cite:fuSyntax:0085003tokens.2896973_7	ξομμα1
1025	urn:cite:fuSyntax:0085003tokens.2896973_7	d--------	urn:cite:fuSyntax:0085003tokens.2896973_3	δίχα1
1026	urn:cite:fuSyntax:0085003tokens.2896973_8	g--------	urn:cite:fuSyntax:0085003tokens.2896973_7	γε1
1027	urn:cite:fuSyntax:0085003tokens.2896973_9	n-s---mg-	urn:cite:fuSyntax:0085003tokens.2896973_7	Ζεύσ
1028	urn:cite:fuSyntax:0085003tokens.2896973_10	u--------	urn:cite:fuSyntax:0085003tokens.2896973_0	πυνξ1
1029	urn:cite:fuSyntax:0085003tokens.2896974_1	p-s---mn-	urn:cite:fuSyntax:0085003tokens.2896974_8	ὁ1
1030	urn:cite:fuSyntax:0085003tokens.2896974_2	g--------	urn:cite:fuSyntax:0085003tokens.2896974_13	δέ1
1031	urn:cite:fuSyntax:0085003tokens.2896974_3	d--------	urn:cite:fuSyntax:0085003tokens.2896974_8	ἐπίκοτοσ
1032	urn:cite:fuSyntax:0085003tokens.2896974_4	d--------	urn:cite:fuSyntax:0085003tokens.2896974_3	ἀεί1
1033	urn:cite:fuSyntax:0085003tokens.2896974_5	t-sap-mn-	urn:cite:fuSyntax:0085003tokens.2896974_8	τίθημι1
1034	urn:cite:fuSyntax:0085003tokens.2896974_6	a-s---ma-	urn:cite:fuSyntax:0085003tokens.2896974_5	ἄγναμπτοσ
1035	urn:cite:fuSyntax:0085003tokens.2896974_7	n-s---ma-	urn:cite:fuSyntax:0085003tokens.2896974_5	νόοσ
1036	urn:cite:fuSyntax:0085003tokens.2896974_8	v3spie---	urn:cite:fuSyntax:0085003tokens.2896974_13	δάμνημι1
1037	urn:cite:fuSyntax:0085003tokens.2896974_9	a-s---fa-	urn:cite:fuSyntax:0085003tokens.2896974_10	οὐράνιοσ
1038	urn:cite:fuSyntax:0085003tokens.2896974_10	n-s---fa-	urn:cite:fuSyntax:0085003tokens.2896974_8	γέννα1
1039	urn:cite:fuSyntax:0085003tokens.2896974_11	u--------	urn:cite:fuSyntax:0085003tokens.2896974_13	ξομμα1
1040	urn:cite:fuSyntax:0085003tokens.2896974_12	g--------	urn:cite:fuSyntax:0085003tokens.2896974_14	οὐδέ1
1041	urn:cite:fuSyntax:0085003tokens.2896974_13	g--------	urn:cite:fuSyntax:0085003tokens.2896974_0	δέ1
1042	urn:cite:fuSyntax:0085003tokens.2896974_14	v3sfia---	urn:cite:fuSyntax:0085003tokens.2896974_13	λήγω1
1043	urn:cite:fuSyntax:0085003tokens.2896974_15	u--------	urn:cite:fuSyntax:0085003tokens.2896974_16	ξομμα1
1044	urn:cite:fuSyntax:0085003tokens.2896974_16	d--------	urn:cite:fuSyntax:0085003tokens.2896974_14	πρίν1
1045	urn:cite:fuSyntax:0085003tokens.2896974_17	g--------	urn:cite:fuSyntax:0085003tokens.2896974_21	ἄν1
1046	urn:cite:fuSyntax:0085003tokens.2896974_18	c--------	urn:cite:fuSyntax:0085003tokens.2896974_21	ἤ1
1047	urn:cite:fuSyntax:0085003tokens.2896974_19	v3sasa---	urn:cite:fuSyntax:0085003tokens.2896974_21	κορέννυμι1
1048	urn:cite:fuSyntax:0085003tokens.2896974_20	n-s---na-	urn:cite:fuSyntax:0085003tokens.2896974_19	κέαρ
1049	urn:cite:fuSyntax:0085003tokens.2896974_21	c--------	urn:cite:fuSyntax:0085003tokens.2896974_16	ἤ1
1050	urn:cite:fuSyntax:0085003tokens.2896974_22	n-s---fd-	urn:cite:fuSyntax:0085003tokens.2896974_26	παλάμη1
1051	urn:cite:fuSyntax:0085003tokens.2896974_23	p-s---fd-	urn:cite:fuSyntax:0085003tokens.2896974_22	τις
1052	urn:cite:fuSyntax:0085003tokens.2896974_24	l-s---fa-	urn:cite:fuSyntax:0085003tokens.2896974_28	ὁ
1053	urn:cite:fuSyntax:0085003tokens.2896974_25	a-s---fa-	urn:cite:fuSyntax:0085003tokens.2896974_28	δυσάλωτοσ
1054	urn:cite:fuSyntax:0085003tokens.2896974_26	v3sasa---	urn:cite:fuSyntax:0085003tokens.2896974_21	αἱρέω1
1055	urn:cite:fuSyntax:0085003tokens.2896974_27	p-s---mn-	urn:cite:fuSyntax:0085003tokens.2896974_26	τισ
1056	urn:cite:fuSyntax:0085003tokens.2896974_28	n-s---fa-	urn:cite:fuSyntax:0085003tokens.2896974_26	ἀρχή1
1057	urn:cite:fuSyntax:0085003tokens.2896974_29	u--------	urn:cite:fuSyntax:0085003tokens.2896974_0	περιοδ1
1058	urn:cite:fuSyntax:0085003tokens.2896975_1	d--------	urn:cite:fuSyntax:0085003tokens.2896975_13	ἦ1
1059	urn:cite:fuSyntax:0085003tokens.2896975_2	g--------	urn:cite:fuSyntax:0085003tokens.2896975_1	μήν1
1060	urn:cite:fuSyntax:0085003tokens.2896975_3	d--------	urn:cite:fuSyntax:0085003tokens.2896975_13	ἔτι1
1061	urn:cite:fuSyntax:0085003tokens.2896975_4	a-s---mg-	urn:cite:fuSyntax:0085003tokens.2896975_16	ἐμόσ
1062	urn:cite:fuSyntax:0085003tokens.2896975_5	u--------	urn:cite:fuSyntax:0085003tokens.2896975_10	ξομμα1
1063	urn:cite:fuSyntax:0085003tokens.2896975_6	g--------	urn:cite:fuSyntax:0085003tokens.2896975_10	καίπερ1
1064	urn:cite:fuSyntax:0085003tokens.2896975_7	a-p---fd-	urn:cite:fuSyntax:0085003tokens.2896975_9	κρατερόσ
1065	urn:cite:fuSyntax:0085003tokens.2896975_8	r--------	urn:cite:fuSyntax:0085003tokens.2896975_10	ἐν1
1066	urn:cite:fuSyntax:0085003tokens.2896975_9	n-p---fd-	urn:cite:fuSyntax:0085003tokens.2896975_8	γυιοπέδη1
1067	urn:cite:fuSyntax:0085003tokens.2896975_10	t-sppemg-	urn:cite:fuSyntax:0085003tokens.2896975_4	αἰκίζω1
1068	urn:cite:fuSyntax:0085003tokens.2896975_11	u--------	urn:cite:fuSyntax:0085003tokens.2896975_10	ξομμα1
1069	urn:cite:fuSyntax:0085003tokens.2896975_12	n-s---fa-	urn:cite:fuSyntax:0085003tokens.2896975_13	χρεία1
1070	urn:cite:fuSyntax:0085003tokens.2896975_13	v3sfia---	urn:cite:fuSyntax:0085003tokens.2896975_0	ἔχω1
1071	urn:cite:fuSyntax:0085003tokens.2896975_14	n-p---mg-	urn:cite:fuSyntax:0085003tokens.2896975_15	μάκαρ1
1072	urn:cite:fuSyntax:0085003tokens.2896975_15	n-s---mn-	urn:cite:fuSyntax:0085003tokens.2896975_13	πρύτανισ
1073	urn:cite:fuSyntax:0085003tokens.2896975_16	u--------	urn:cite:fuSyntax:0085003tokens.2896975_12	ξομμα1
1074	urn:cite:fuSyntax:0085003tokens.2896975_17	v--ana---	urn:cite:fuSyntax:0085003tokens.2896975_16	δείκνυμι1
1075	urn:cite:fuSyntax:0085003tokens.2896975_18	l-s---na-	urn:cite:fuSyntax:0085003tokens.2896975_20	ὁ1
1076	urn:cite:fuSyntax:0085003tokens.2896975_19	a-s---na-	urn:cite:fuSyntax:0085003tokens.2896975_20	νέοσ
1077	urn:cite:fuSyntax:0085003tokens.2896975_20	n-s---na-	urn:cite:fuSyntax:0085003tokens.2896975_17	βούλευμα1
1078	urn:cite:fuSyntax:0085003tokens.2896975_21	r--------	urn:cite:fuSyntax:0085003tokens.2896975_26	ὑπό1
1079	urn:cite:fuSyntax:0085003tokens.2896975_22	p-s---ng-	urn:cite:fuSyntax:0085003tokens.2896975_21	ὅστισ
1080	urn:cite:fuSyntax:0085003tokens.2896975_23	n-s---na-	urn:cite:fuSyntax:0085003tokens.2896975_25	σκῆπτρον1
1081	urn:cite:fuSyntax:0085003tokens.2896975_24	n-p---fa-	urn:cite:fuSyntax:0085003tokens.2896975_25	τιμή1
1082	urn:cite:fuSyntax:0085003tokens.2896975_25	g--------	urn:cite:fuSyntax:0085003tokens.2896975_26	τε1
1083	urn:cite:fuSyntax:0085003tokens.2896975_26	v3spie---	urn:cite:fuSyntax:0085003tokens.2896975_20	ἀποσυλάω1
1084	urn:cite:fuSyntax:0085003tokens.2896975_27	u--------	urn:cite:fuSyntax:0085003tokens.2896975_0	περιοδ1
1085	urn:cite:fuSyntax:0085003tokens.2896976_1	c--------	urn:cite:fuSyntax:0085003tokens.2896976_10	καί1
1086	urn:cite:fuSyntax:0085003tokens.2896976_2	p-s---ma-	urn:cite:fuSyntax:0085003tokens.2896976_7	ἐγώ1
1087	urn:cite:fuSyntax:0085003tokens.2896976_3	d--------	urn:cite:fuSyntax:0085003tokens.2896976_6	οὔτι1
1088	urn:cite:fuSyntax:0085003tokens.2896976_4	a-p---fd-	urn:cite:fuSyntax:0085003tokens.2896976_6	μελίγλωσσοσ
1089	urn:cite:fuSyntax:0085003tokens.2896976_5	n-s---fg-	urn:cite:fuSyntax:0085003tokens.2896976_6	πειθώ
1090	urn:cite:fuSyntax:0085003tokens.2896976_6	n-p---fd-	urn:cite:fuSyntax:0085003tokens.2896976_7	ἐπῳδή1
1091	urn:cite:fuSyntax:0085003tokens.2896976_7	v3sfia---	urn:cite:fuSyntax:0085003tokens.2896976_10	θέλγω1
1092	urn:cite:fuSyntax:0085003tokens.2896976_8	u--------	urn:cite:fuSyntax:0085003tokens.2896976_10	ξομμα1
1093	urn:cite:fuSyntax:0085003tokens.2896976_9	a-p---fa-	urn:cite:fuSyntax:0085003tokens.2896976_12	στερεόσ
1094	urn:cite:fuSyntax:0085003tokens.2896976_10	g--------	urn:cite:fuSyntax:0085003tokens.2896976_0	τε1
1095	urn:cite:fuSyntax:0085003tokens.2896976_11	d--------	urn:cite:fuSyntax:0085003tokens.2896976_12	οὔποτε1
1096	urn:cite:fuSyntax:0085003tokens.2896976_12	n-p---fa-	urn:cite:fuSyntax:0085003tokens.2896976_13	ἀπειλή1
1097	urn:cite:fuSyntax:0085003tokens.2896976_13	t-sapamn-	urn:cite:fuSyntax:0085003tokens.2896976_16	πτήσσω1
1098	urn:cite:fuSyntax:0085003tokens.2896976_14	p-s---na-	urn:cite:fuSyntax:0085003tokens.2896976_16	ὅδε1
1099	urn:cite:fuSyntax:0085003tokens.2896976_15	p-s---mn-	urn:cite:fuSyntax:0085003tokens.2896976_16	ἐγώ1
1100	urn:cite:fuSyntax:0085003tokens.2896976_16	v1sfia---	urn:cite:fuSyntax:0085003tokens.2896976_10	καταμηνύω1
1101	urn:cite:fuSyntax:0085003tokens.2896976_17	u--------	urn:cite:fuSyntax:0085003tokens.2896976_18	ξομμα1
1102	urn:cite:fuSyntax:0085003tokens.2896976_18	d--------	urn:cite:fuSyntax:0085003tokens.2896976_10	πρίν1
1103	urn:cite:fuSyntax:0085003tokens.2896976_19	g--------	urn:cite:fuSyntax:0085003tokens.2896976_25	ἄν1
1104	urn:cite:fuSyntax:0085003tokens.2896976_20	r--------	urn:cite:fuSyntax:0085003tokens.2896976_23	ἐκ1
1105	urn:cite:fuSyntax:0085003tokens.2896976_21	a-p---mg-	urn:cite:fuSyntax:0085003tokens.2896976_22	ἄγριοσ
1106	urn:cite:fuSyntax:0085003tokens.2896976_22	n-p---mg-	urn:cite:fuSyntax:0085003tokens.2896976_20	δεσμόσ
1107	urn:cite:fuSyntax:0085003tokens.2896976_23	v3sasa---	urn:cite:fuSyntax:0085003tokens.2896976_25	χαλάω1
1108	urn:cite:fuSyntax:0085003tokens.2896976_24	n-p---fa-	urn:cite:fuSyntax:0085003tokens.2896976_26	ποινή1
1109	urn:cite:fuSyntax:0085003tokens.2896976_25	g--------	urn:cite:fuSyntax:0085003tokens.2896976_18	τε1
1110	urn:cite:fuSyntax:0085003tokens.2896976_26	v--pna---	urn:cite:fuSyntax:0085003tokens.2896976_29	τίνω1
1111	urn:cite:fuSyntax:0085003tokens.2896976_27	p-s---fg-	urn:cite:fuSyntax:0085003tokens.2896976_28	ὅδε1
1112	urn:cite:fuSyntax:0085003tokens.2896976_28	n-s---fg-	urn:cite:fuSyntax:0085003tokens.2896976_24	αἰκία1
1113	urn:cite:fuSyntax:0085003tokens.2896976_29	v3sasa---	urn:cite:fuSyntax:0085003tokens.2896976_25	ἐθέλω1
1114	urn:cite:fuSyntax:0085003tokens.2896976_30	u--------	urn:cite:fuSyntax:0085003tokens.2896976_0	περιοδ1
1115	urn:cite:fuSyntax:0085003tokens.2896977_1	p-s---mn-	urn:cite:fuSyntax:0085003tokens.2896977_12	σύ1
1116	urn:cite:fuSyntax:0085003tokens.2896977_2	g--------	urn:cite:fuSyntax:0085003tokens.2896977_12	μέν1
1117	urn:cite:fuSyntax:0085003tokens.2896977_3	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2896977_12	θρασύσ
1118	urn:cite:fuSyntax:0085003tokens.2896977_4	g--------	urn:cite:fuSyntax:0085003tokens.2896977_12	τε1
1119	urn:cite:fuSyntax:0085003tokens.2896977_5	c--------	urn:cite:fuSyntax:0085003tokens.2896977_12	καί1
1120	urn:cite:fuSyntax:0085003tokens.2896977_6	a-p---fd-	urn:cite:fuSyntax:0085003tokens.2896977_7	πικρόσ
1121	urn:cite:fuSyntax:0085003tokens.2896977_7	n-p---fd-	urn:cite:fuSyntax:0085003tokens.2896977_9	δύη1
1122	urn:cite:fuSyntax:0085003tokens.2896977_8	a-s---na-	urn:cite:fuSyntax:0085003tokens.2896977_9	οὐδείσ
1123	urn:cite:fuSyntax:0085003tokens.2896977_9	v2spia---	urn:cite:fuSyntax:0085003tokens.2896977_12	ἐπιχαλάω1
1124	urn:cite:fuSyntax:0085003tokens.2896977_10	u--------	urn:cite:fuSyntax:0085003tokens.2896977_12	ξομμα1
1125	urn:cite:fuSyntax:0085003tokens.2896977_11	d--------	urn:cite:fuSyntax:0085003tokens.2896977_13	ἄγαν1
1126	urn:cite:fuSyntax:0085003tokens.2896977_12	g--------	urn:cite:fuSyntax:0085003tokens.2896977_0	δέ1
1127	urn:cite:fuSyntax:0085003tokens.2896977_13	v2spia---	urn:cite:fuSyntax:0085003tokens.2896977_12	ἐλευθεροστομέω1
1128	urn:cite:fuSyntax:0085003tokens.2896977_14	u--------	urn:cite:fuSyntax:0085003tokens.2896977_0	περιοδ1
1129	urn:cite:fuSyntax:0085003tokens.2896978_1	a-p---fa-	urn:cite:fuSyntax:0085003tokens.2896978_3	ἐμόσ
1130	urn:cite:fuSyntax:0085003tokens.2896978_2	g--------	urn:cite:fuSyntax:0085003tokens.2896978_4	δέ1
1131	urn:cite:fuSyntax:0085003tokens.2896978_3	n-p---fa-	urn:cite:fuSyntax:0085003tokens.2896978_4	φρήν1
1132	urn:cite:fuSyntax:0085003tokens.2896978_4	v3saia---	urn:cite:fuSyntax:0085003tokens.2896978_0	ἐρεθίζω1
1133	urn:cite:fuSyntax:0085003tokens.2896978_5	a-s---mn-	urn:cite:fuSyntax:0085003tokens.2896978_6	διάτοροσ
1134	urn:cite:fuSyntax:0085003tokens.2896978_6	n-s---mn-	urn:cite:fuSyntax:0085003tokens.2896978_4	φόβοσ
1135	urn:cite:fuSyntax:0085003tokens.2896978_7	u--------	urn:cite:fuSyntax:0085003tokens.2896978_0	πυνξ1
1136	urn:cite:fuSyntax:0085003tokens.2896979_1	v1sria---	urn:cite:fuSyntax:0085003tokens.2896979_2	δείδω1
